序号,来源,动作编码,动作名称,器械,原始一级分类,原始子分类,实际一级分类,实际二级肌肉,实际三级肌区,用户可见路径,主动肌区,协同肌区,可疑提示,审核结论,建议一级分类,建议二级肌肉,建议三级肌区,建议器械,审核备注
711,imported,BAND_LOW_HIGH_TWIST,弹力带-下上转体,弹力带,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
712,imported,BAND_HIGH_LOW_TWIST,弹力带-上下转体,弹力带,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
713,imported,BAND_CROSS_TWIST,弹力带-十字转体,弹力带,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
714,imported,DOUBLE_CRUNCH,双头仰卧起,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
715,imported,MACHINE_LEG_RAISE,器械抬腿,器械,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
716,imported,BAND_ALTERNATING_CRUNCH,弹力带仰卧交替卷腹,弹力带,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
717,imported,HAMMER_CRUNCH,悍马机卷腹,悍马机,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
718,imported,BENT_KNEE_CRUNCH,屈膝卷腹,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
719,imported,MACHINE_LYING_KNEE_RAISE,器械卧姿屈膝抬腿,器械,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
720,imported,STANDING_AB_WHEEL,站姿健腹轮前推,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
721,imported,REVERSE_CRUNCH,反向卷腹,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
722,imported,OBLIQUE_FLOOR_CRUNCH,斜腹肌仰卧卷腹_地面版,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
723,imported,FLOOR_CRUNCH,地板卷腹,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
724,imported,STRAIGHT_LEG_RAISE_CRUNCH,直腿上举卷腹,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
725,imported,BALL_CRUNCH,健身球卷腹,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
726,imported,CROSS_MOUNTAIN_CLIMBER,交叉登山者_桥式,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
727,imported,BAND_STANDING_SIDE_BEND,站姿弹力带侧屈,弹力带,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
728,imported,BAND_STANDING_CRUNCH,弹力带站姿卷腹,弹力带,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
729,imported,BOSU_CRUNCH,波速球卷腹,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
730,imported,SIDE_BEND_CRUNCH_45,45 度侧屈卷腹,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
731,imported,QUARTER_SIT_UP,四分之一仰卧起坐,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
732,imported,ARMS_CROSSED_CRUNCH,仰卧抱臂卷腹,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
733,imported,KNEE_TOUCH_CRUNCH,触膝卷腹,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
734,imported,SUSP_HANGING_LEG_RAISE_HIP,吊环悬垂举腿提髋,悬挂,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
735,imported,SUSP_HANGING_STRAIGHT_LEG_HIP,吊环悬垂直腿提髋,悬挂,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
736,imported,SUSP_HANGING_KNEE_TO_ELBOW,吊环悬垂膝碰肘,悬挂,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
737,imported,SWISS_BALL_CRUNCH_LEG_RAISE,瑞士球卷腹抬腿,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
738,imported,V_UP_RAISE,V 字上举,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
739,imported,ELBOW_SIDE_BEND,抱肘侧屈体,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
740,imported,HANGING_INVERSION,悬垂倒挂,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
741,imported,WEIGHTED_NECK_CURL,负重颈弯举,自重,颈部,,颈部,颈部肌,,颈部 > 颈部肌,neck,,,,,,,,
742,imported,INCLINE_WEIGHTED_NECK_EXT,上斜负重头后仰,自重,颈部,,颈部,颈部肌,,颈部 > 颈部肌,neck,,,,,,,,
743,imported,INCLINE_WEIGHTED_NECK_CURL,上斜负重颈弯举,自重,颈部,,颈部,颈部肌,,颈部 > 颈部肌,neck,,,,,,,,
744,imported,STANDING_WEIGHTED_NECK_EXT,站姿负重头后仰,自重,颈部,,颈部,颈部肌,,颈部 > 颈部肌,neck,,,,,,,,
745,imported,CABLE_NECK_EXT,绳索头后仰,绳索,颈部,,颈部,颈部肌,,颈部 > 颈部肌,neck,,,,,,,,
746,imported,CABLE_NECK_CURL,绳索颈弯举,绳索,颈部,,颈部,颈部肌,,颈部 > 颈部肌,neck,,,,,,,,
747,imported,KNEELING_NECK_EXT,跪姿头后仰,自重,颈部,,颈部,颈部肌,,颈部 > 颈部肌,neck,,,,,,,,
748,imported,LYING_NECK_EXT,平躺头后仰,自重,颈部,,颈部,颈部肌,,颈部 > 颈部肌,neck,,,,,,,,
749,imported,HANDS_HEAD_NECK_EXT,抱头后仰,自重,颈部,,颈部,颈部肌,,颈部 > 颈部肌,neck,,,,,,,,
750,imported,BEHIND_NECK_PULLDOWN,颈后下拉,自重,颈部,,颈部,颈部肌,,颈部 > 颈部肌,neck,,,,,,,,
751,imported,WIDE_BTN_PULL_UP,宽握颈后引体向上,自重,颈部,,颈部,颈部肌,,颈部 > 颈部肌,neck,,,,,,,,
752,imported,DB_SINGLE_ARM_OVERHEAD_EXT,坐姿单臂哑铃颈后臂屈伸,哑铃,颈部,,颈部,颈部肌,,颈部 > 颈部肌,neck,,,,,,,,
753,imported,SEATED_WEIGHTED_NECK_EXT,坐姿负重头后仰,自重,颈部,,颈部,颈部肌,,颈部 > 颈部肌,neck,,,,,,,,
754,imported,WEIGHTED_LYING_NECK_FLEXION,负重仰卧颈部屈曲,自重,颈部,,颈部,颈部肌,,颈部 > 颈部肌,neck,,,,,,,,
755,imported,MACHINE_NECK_LATERAL_FLEXION,器械颈部右侧屈,器械,颈部,,颈部,颈部肌,,颈部 > 颈部肌,neck,,,,,,,,
756,imported,SEATED_NECK_FLEXION,坐姿颈部屈伸,自重,颈部,,颈部,颈部肌,,颈部 > 颈部肌,neck,,,,,,,,
757,imported,KNEELING_REACH,跪姿前伸手,自重,功能性,,功能性,,,功能性,,,,,,,,,
758,imported,BAND_LYING_HIP_ABDUCTION,弹力带侧躺腿外展,弹力带,功能性,,功能性,,髋臀激活,功能性 > 髋臀激活,,,,,,,,,
759,imported,CABLE_ADDUCTION,绳索内收,绳索,功能性,,功能性,,,功能性,,,,,,,,,
760,imported,DB_THRUSTER,哑铃火箭推,哑铃,功能性,,功能性,,爆发奥举,功能性 > 爆发奥举,,,,,,,,,
761,imported,BB_THRUSTER,杠铃火箭推,杠铃,功能性,,功能性,,爆发奥举,功能性 > 爆发奥举,,,,,,,,,
762,imported,STATIC_SIDE_PLANK,静态侧卧支撑,自重,功能性,,功能性,,,功能性,,,,,,,,,
763,imported,BEAR_CRAWL_HOLD,固定熊爬,自重,功能性,,功能性,,动态控制,功能性 > 动态控制,,,,,,,,,
764,imported,HAMMER_ABDUCTION,悍马机外展,悍马机,功能性,,功能性,,髋臀激活,功能性 > 髋臀激活,,,,,,,,,
765,imported,MACHINE_SCISSOR,器械大剪刀,器械,功能性,,功能性,,动态控制,功能性 > 动态控制,,,,,,,,,
766,imported,HAMMER_SCISSOR,悍马机大剪刀,悍马机,功能性,,功能性,,动态控制,功能性 > 动态控制,,,,,,,,,
767,imported,MACHINE_STANDING_LOW_SQUEEZE,站姿器械下夹,器械,功能性,,功能性,,,功能性,,,,,,,,,
768,imported,LYING_BENT_ARM_RAISE,仰卧屈臂上抬,自重,功能性,,功能性,,,功能性,,,,,,,,,
769,imported,BAND_FORWARD_PRESS,弹力绳-前推,弹力带,功能性,,功能性,,,功能性,,,,,,,,,
770,imported,BAND_UPWARD_PRESS,弹力绳-上推,弹力带,功能性,,功能性,,,功能性,,,,,,,,,
771,imported,BAND_SEATED_FORWARD_PRESS,弹力带-坐姿前推,弹力带,功能性,,功能性,,,功能性,,,,,,,,,
772,imported,BAND_PALLOF_PRESS,弹力带pallor推,弹力带,功能性,,功能性,,,功能性,,,,,,,,,
773,imported,HAMMER_NAUTILUS,悍马机-鹦鹉螺,悍马机,功能性,,功能性,,,功能性,,,,,,,,,
774,imported,BAND_LEG_RAISE,弹力带-提腿,弹力带,功能性,,功能性,,,功能性,,,,,,,,,
775,imported,BAND_STANDING_KICKBACK,弹力带-站姿踢腿,弹力带,功能性,,功能性,,,功能性,,,,,,,,,
776,imported,BAND_STANDING_ADDUCTION,弹力带-站姿单腿内收,弹力带,功能性,,功能性,,,功能性,,,,,,,,,
777,imported,BAND_STANDING_ABDUCTION,弹力带-站姿单腿外展,弹力带,功能性,,功能性,,髋臀激活,功能性 > 髋臀激活,,,,,,,,,
778,imported,BAND_HIP_ABDUCTION,弹力带-腿外展,弹力带,功能性,,功能性,,髋臀激活,功能性 > 髋臀激活,,,,,,,,,
779,imported,BAND_LATERAL_WALK,弹力带-螃式走,弹力带,功能性,,功能性,,,功能性,,,,,,,,,
780,imported,BAND_LYING_ABDUCTION,弹力带-仰卧腿外展,弹力带,功能性,,功能性,,髋臀激活,功能性 > 髋臀激活,,,,,,,,,
781,imported,BAND_DUCK_WALK,弹力带-鸭式前行,弹力带,功能性,,功能性,,,功能性,,,,,,,,,
782,imported,SKATER_JUMP,滑冰式跳跃,自重,功能性,,功能性,,,功能性,,,,,,,,,
783,imported,KB_TURKISH_GET_UP,壶铃土耳其起身,壶铃,功能性,,功能性,,爆发奥举,功能性 > 爆发奥举,,,,,,,,,
784,imported,BB_PLATE_TWIST,杠铃片旋转,杠铃,功能性,,功能性,,抗旋稳定,功能性 > 抗旋稳定,,,,,,,,,
785,imported,BB_BENT_OVER_HIGH_PULL,杠铃俯身提拉,杠铃,功能性,,功能性,,,功能性,,,,,,,,,
786,imported,BAND_HIGH_PULL,弹力带-提拉,弹力带,功能性,,功能性,,,功能性,,,,,,,,,
787,imported,BAND_SIDE_PULL,弹力带-侧拉,弹力带,功能性,,功能性,,,功能性,,,,,,,,,
788,imported,WALL_HANDSTAND_PUSH_UP,靠墙倒立撑,自重,功能性,,功能性,,,功能性,,,,,,,,,
789,imported,FREE_HANDSTAND_PUSH_UP,自由倒立撑,自重,功能性,,功能性,,,功能性,,,,,,,,,
790,imported,BB_HIGH_PULL,杠铃提拉,杠铃,功能性,,功能性,,,功能性,,,,,,,,,
791,imported,ARM_SWING,站立双臂甩动,自重,功能性,,功能性,,负重搬运,功能性 > 负重搬运,,,,,,,,,
792,imported,SMITH_HIGH_PULL,史密斯机提拉,史密斯,功能性,,功能性,,,功能性,,,,,,,,,
793,imported,SUSP_Y_RAISE,吊环 Y 字上举,悬挂,功能性,,功能性,,,功能性,,,,,,,,,
794,imported,DB_SWING,哑铃甩,哑铃,功能性,,功能性,,负重搬运,功能性 > 负重搬运,,,,,,,,,
795,imported,BAND_SEATED_ABDUCTION,坐姿弹力带外展,弹力带,功能性,,功能性,,髋臀激活,功能性 > 髋臀激活,,,,,,,,,
796,imported,KB_SWING,壶铃甩,壶铃,功能性,,功能性,,负重搬运,功能性 > 负重搬运,,,,,,,,,
797,imported,BAND_CLAMSHELL,弹力带蚌式开合,弹力带,功能性,,功能性,,髋臀激活,功能性 > 髋臀激活,,,,,,,,,
798,imported,BAND_CRAB_WALK,弹力带螃蟹行走,弹力带,功能性,,功能性,,髋臀激活,功能性 > 髋臀激活,,,,,,,,,
799,imported,STRAIGHT_LEG_ADDUCTION,直腿内收,自重,功能性,,功能性,,,功能性,,,,,,,,,
800,imported,CABLE_NARROW_SIT_TO_STAND,绳索窄距椅式起身,绳索,功能性,,功能性,,,功能性,,,,,,,,,
801,imported,BAND_KNEELING_HIP_THRUST_2,跪姿弹力带髋推,弹力带,功能性,,功能性,,,功能性,,,,,,,,,
802,imported,BB_STANDING_HIP_EXT,站姿杠杆髋后伸,杠铃,功能性,,功能性,,,功能性,,,,,,,,,
803,imported,DB_SWING_2,哑铃摆荡,哑铃,功能性,,功能性,,负重搬运,功能性 > 负重搬运,,,,,,,,,
804,imported,SINGLE_LEG_SIDE_LUNGE,单腿跨步侧压,自重,功能性,,功能性,,,功能性,,,,,,,,,
805,imported,STRAIGHT_LEG_STEP_OVER,直腿跨越,自重,功能性,,功能性,,,功能性,,,,,,,,,
806,imported,DYNAMIC_BUTTERFLY,动态蝴蝶式,自重,功能性,,功能性,,动态控制,功能性 > 动态控制,,,,,,,,,
807,imported,SQUAT_HIP_ROTATION,蹲姿转髋,自重,功能性,,功能性,,,功能性,,,,,,,,,
808,imported,DYNAMIC_SWAN,动态天鹅式,自重,功能性,,功能性,,动态控制,功能性 > 动态控制,,,,,,,,,
809,imported,SEATED_SINGLE_LEG_CIRCLE,坐姿单腿画圆,自重,功能性,,功能性,,,功能性,,,,,,,,,
810,imported,KNEELING_SIDE_STEP_OVER,跪姿侧跨越,自重,功能性,,功能性,,,功能性,,,,,,,,,
811,imported,DOWNWARD_DOG,下犬式,自重,功能性,,功能性,,动态控制,功能性 > 动态控制,,,,,,,,,
812,imported,SINGLE_LEG_BACK_LUNGE,单腿跨步后压,自重,功能性,,功能性,,,功能性,,,,,,,,,
813,imported,NINETY_NINETY_ROTATION,9090旋转,自重,功能性,,功能性,,抗旋稳定,功能性 > 抗旋稳定,,,,,,,,,
814,imported,LYING_STAR_JACK,平躺大字开合,自重,功能性,,功能性,,,功能性,,,,,,,,,
815,imported,LYING_BUTTERFLY,平躺蝴蝶飞,自重,功能性,,功能性,,动态控制,功能性 > 动态控制,,,,,,,,,
816,imported,PELVIC_ROTATION,盆骨旋转,自重,功能性,,功能性,,抗旋稳定,功能性 > 抗旋稳定,,,,,,,,,
817,imported,HIP_LIFT_OPEN_CLOSE,顶胯开合,自重,功能性,,功能性,,,功能性,,,,,,,,,
818,imported,KB_SINGLE_ARM_JERK,壶铃单臂挺举,壶铃,功能性,,功能性,,爆发奥举,功能性 > 爆发奥举,,,,,,,,,
819,imported,KB_HANG_CLEAN,壶铃悬挂高翻,壶铃,功能性,,功能性,,爆发奥举,功能性 > 爆发奥举,,,,,,,,,
820,imported,INCLINE_STRAIGHT_LEG_HIP_RAISE,上斜直腿髋部上抬,自重,功能性,,功能性,,,功能性,,,,,,,,,
821,imported,DB_CLEAN,哑铃翻举,哑铃,功能性,,功能性,,爆发奥举,功能性 > 爆发奥举,,,,,,,,,
822,imported,LANDMINE_SWING,地雷杆甩,杠铃,功能性,,功能性,,负重搬运,功能性 > 负重搬运,,,,,,,,,
823,imported,REVERSE_PLANK_LEG_CROSS,反向支撑交叉腿,自重,功能性,,功能性,,,功能性,,,,,,,,,
824,imported,SIDE_TO_SIDE_TOE_TOUCH,左右摸脚踝,自重,功能性,,功能性,,,功能性,,,,,,,,,
825,imported,WIZARD_TWIST,巫师扭转_腰部,自重,功能性,,功能性,,抗旋稳定,功能性 > 抗旋稳定,,,,,,,,,
826,imported,OTIS_UP,奥蒂斯起身,自重,功能性,,功能性,,,功能性,,,,,,,,,
827,imported,LYING_STRAIGHT_LEG_HIP_RAISE,仰卧直腿髋上抬,自重,功能性,,功能性,,,功能性,,,,,,,,,
828,imported,CABLE_PALLOF_PRESS,绳索Pallof推,绳索,功能性,,功能性,,抗旋稳定,功能性 > 抗旋稳定,,,,,,,,,
829,imported,SCISSOR_KICK,剪刀式踢腿,自重,功能性,,功能性,,动态控制,功能性 > 动态控制,,,,,,,,,
830,imported,SIDE_TO_SIDE_LEG_SWING,左右摆腿,自重,功能性,,功能性,,,功能性,,,,,,,,,
831,imported,LYING_SINGLE_LEG_RAISE,仰卧单腿上举,自重,功能性,,功能性,,,功能性,,,,,,,,,
832,imported,SUSP_PIKE,吊环屈体腰部练习,悬挂,功能性,,功能性,,,功能性,,,,,,,,,
833,imported,SUSP_SIDE_PLANK,吊环侧支撑,悬挂,功能性,,功能性,,,功能性,,,,,,,,,
834,imported,AIR_BICYCLE,空中单车,自重,功能性,,功能性,,,功能性,,,,,,,,,
835,imported,AIR_BICYCLE_ADVANCED,空中单车(高难度版),自重,功能性,,功能性,,,功能性,,,,,,,,,
836,imported,SMITH_KICK_UP,史密斯上踢,史密斯,功能性,,功能性,,,功能性,,,,,,,,,
837,imported,ALTERNATING_SCISSOR_KICK,仰卧交替剪刀腿,自重,功能性,,功能性,,动态控制,功能性 > 动态控制,,,,,,,,,
838,imported,BENT_KNEE_LYING_TWIST,屈膝仰卧扭转,自重,功能性,,功能性,,抗旋稳定,功能性 > 抗旋稳定,,,,,,,,,
839,imported,ALTERNATING_HEEL_TOUCH,交替触脚跟,自重,功能性,,功能性,,,功能性,,,,,,,,,
840,imported,CABLE_TWIST_HIGH_LOW,绳索扭转上下版,绳索,功能性,,功能性,,抗旋稳定,功能性 > 抗旋稳定,,,,,,,,,
841,imported,LYING_KNEE_ROTATION,平躺曲腿旋转,自重,功能性,,功能性,,抗旋稳定,功能性 > 抗旋稳定,,,,,,,,,
842,imported,SINGLE_ARM_TWIST,单臂侧转,自重,功能性,,功能性,,,功能性,,,,,,,,,
843,imported,BENCH_CHEST_EXPANSION,斜凳胸背扩,自重,功能性,,功能性,,,功能性,,,,,,,,,
844,imported,STRAIGHT_LEG_FORWARD_BEND,直腿弯腰,自重,功能性,,功能性,,,功能性,,,,,,,,,
845,imported,SINGLE_ARM_SIDE_BEND,单手抱头侧身,自重,功能性,,功能性,,,功能性,,,,,,,,,
846,imported,BB_SINGLE_ARM_PULL,单手拉杆,杠铃,功能性,,功能性,,,功能性,,,,,,,,,
847,imported,ROLLER_LEG_CROSS,滚轮腿交叉,自重,功能性,,功能性,,,功能性,,,,,,,,,
848,imported,TOE_TOUCH_BASIC,基础触趾,自重,功能性,,功能性,,,功能性,,,,,,,,,
849,imported,SKI_ERG,滑雪机,其他,有氧,稳态有氧,有氧,,,有氧,,,有氧名称需复核,,,,,,
850,imported,BAND_MOUNTAIN_CLIMBER,弹力带-登山者,弹力带,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
851,imported,BAND_LYING_MOUNTAIN_CLIMBER,弹力带-仰卧登山者,弹力带,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
852,imported,RUN_CARDIO,跑步_有氧训练,自重,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
853,imported,RUN_HALF_SQUAT,跑步接半蹲,自重,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
854,imported,RUN_JUMP_SQUAT,跑跳接半蹲跳,自重,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
855,imported,RUN_SINGLE_LEG_JUMP,跑步接单腿跳,自重,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
856,imported,SKIING,滑雪,自重,有氧,稳态有氧,有氧,,,有氧,,,有氧名称需复核,,,,,,
857,imported,ELLIPTICAL,椭圆机(计时),其他,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
858,imported,STAIR_CLIMB,爬楼梯,自重,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
859,imported,RUN,跑步（有氧）,自重,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
860,imported,SPIN_BIKE,动感单车（有氧）,其他,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
861,imported,JUMP_ROPE,跳绳,自重,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
862,imported,INCLINE_WALK,爬坡走,自重,有氧,稳态有氧,有氧,,,有氧,,,有氧名称需复核,,,,,,
863,imported,BUTT_KICK_RUN,后踢腿跑,自重,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
864,imported,BB_TRAP_BAR_CARRY,六角杠农夫行走,杠铃,有氧,稳态有氧,有氧,,,有氧,,,有氧名称需复核,,,,,,
865,imported,KB_FARMER_CARRY,壶铃农夫行走,壶铃,有氧,稳态有氧,有氧,,,有氧,,,有氧名称需复核,,,,,,
866,imported,TREADMILL_WALK,跑步机步行,其他,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
867,imported,ROWING_MACHINE,划船机训练,其他,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
868,imported,BRISK_WALK,快走,自重,有氧,稳态有氧,有氧,,,有氧,,,有氧名称需复核,,,,,,
869,imported,AIR_WALKER,漫步机,其他,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
870,imported,RUN_TIMED,跑步(计时),自重,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
871,imported,SPIN_BIKE_TIMED,动感单车（计时）,其他,有氧,稳态有氧,有氧,,,有氧,,,,,,,,,
872,imported,LYING_FOAM_RELEASE_CHEST,仰卧泡沫轴开胸放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
873,imported,CAT_STRETCH,猫式伸展,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
874,imported,BACK_CHEST_STRETCH,背部胸肌拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
875,imported,SPINE_STRETCH,脊柱拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
876,imported,KNEELING_LAT_STRETCH,跪姿背阔肌拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
877,imported,LYING_LOW_BACK_STRETCH,仰卧下背拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
878,imported,LYING_LOW_BACK_STRETCH_BENT,仰卧下背拉伸_屈膝,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
879,imported,WEIGHTED_LUNGE_STRETCH,负重拉伸箭步蹲,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
880,imported,HIP_FLEXOR_STRETCH,髋部屈伸拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
881,imported,ELBOW_CIRCLE,肘关节环绕臂部运动,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
882,imported,ARM_CIRCLE_STRETCH,手臂画圈肩部拉伸,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,,,,,,,
883,imported,DB_SHOULDER_CIRCLE,站姿哑铃肩部环绕,哑铃,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
884,imported,ALTERNATING_ARM_CIRCLE,站立交替手臂画圈,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
885,imported,DOUBLE_ARM_CIRCLE,站立双臂画圈,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
886,imported,SINGLE_ARM_CIRCLE,站立单臂画圈,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
887,imported,BICEP_FOAM_RELEASE,俯卧泡沫轴肱二头肌放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
888,imported,BAND_OVERHEAD_TRICEP_STRETCH,弹力带颈后三头肌伸展,弹力带,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
889,imported,INCLINE_DB_TRICEP_STRETCH,上斜哑铃三头伸展,哑铃,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
890,imported,LYING_SINGLE_ARM_TRICEP_STRETCH,仰卧单臂旋后握距肱三头肌伸展,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
891,imported,LYING_DB_TRICEP_STRETCH,仰卧哑铃旋前握肱三头肌伸展,哑铃,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
892,imported,KNEELING_TRICEP_STRETCH,跪姿肱三头肌伸展,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
893,imported,CABLE_BENT_OVER_TRICEP_STRETCH,绳索俯身过顶三头肌伸展,绳索,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
894,imported,SEATED_DB_TRICEP_STRETCH,坐姿哑铃三头肌伸展,哑铃,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
895,imported,MACHINE_TRICEP_STRETCH,器械三头伸展,器械,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
896,imported,SIDE_LYING_TRICEP_FOAM_RELEASE,侧卧泡沫轴肱三头肌放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
897,imported,CABLE_SINGLE_ARM_TRICEP_STRETCH,站姿单臂绳索肱三头肌伸展,绳索,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
898,imported,MACHINE_OVERHEAD_TRICEP_STRETCH,器械过顶三头肌伸展,器械,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
899,imported,SUSP_TRICEP_STRETCH,吊环肱三头肌伸展,悬挂,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
900,imported,SEATED_CALF_STRETCH,坐姿小腿拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
901,imported,BAND_CALF_STRETCH,弹力绳小腿拉伸,弹力带,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
